'Flight phase','Flight type',Survivors,'Crash site',Region,'Crew on board','Crew fatalities','Pax on board','PAX fatalities','Other fatalities','Total fatalities','Crash cause'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',No,'Plain, Valley','North America',1,1,3,3,0,4,'Human factor'
'Landing (descent or approach)',Training,Yes,'Airport (less than 10 km from airport)',Africa,2,0,0,0,0,0,'Technical failure'
Flight,Cargo,No,'Plain, Valley','North America',1,1,0,0,0,1,Unknown
'Landing (descent or approach)',Positioning,No,'Airport (less than 10 km from airport)',Europe,2,2,0,0,0,2,'Human factor'
Flight,'Charter/Taxi (Non Scheduled Revenue Flight)',No,Mountains,'Central America',3,3,8,8,0,11,'Human factor'
'Takeoff (climb)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Plain, Valley','South America',5,0,80,0,0,0,'Technical failure'
'Landing (descent or approach)',Private,No,'Airport (less than 10 km from airport)',Europe,1,1,1,1,0,2,Weather
'Landing (descent or approach)',Ferry,No,'Airport (less than 10 km from airport)',Oceania,1,1,0,0,0,1,'Technical failure'
Flight,'Scheduled Revenue Flight',No,Mountains,'South America',2,2,20,20,0,22,'Human factor'
Flight,'Scheduled Revenue Flight',Yes,'Plain, Valley','South America',2,0,13,0,0,0,'Technical failure'
'Takeoff (climb)',Cargo,No,'Airport (less than 10 km from airport)','North America',2,2,0,0,0,2,'Human factor'
'Takeoff (climb)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,2,0,15,0,0,0,'Other causes'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Lake, Sea, Ocean, River','South America',7,0,66,20,0,20,'Human factor'
'Takeoff (climb)',Test,No,'Airport (less than 10 km from airport)','North America',2,2,1,1,0,3,'Human factor'
'Landing (descent or approach)',Military,No,'Airport (less than 10 km from airport)',Africa,4,4,43,43,0,47,'Terrorism act, Hijacking, Sabotage'
'Landing (descent or approach)',Positioning,Yes,'Airport (less than 10 km from airport)','North America',2,0,0,0,0,0,'Technical failure'
'Landing (descent or approach)',Military,Yes,'Plain, Valley','South America',0,0,0,0,0,0,'Technical failure'
'Landing (descent or approach)',Private,No,'Plain, Valley','North America',1,1,0,0,0,1,'Human factor'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,Mountains,Europe,1,1,6,5,0,6,'Human factor'
'Takeoff (climb)',Cargo,Yes,'Airport (less than 10 km from airport)','North America',3,0,2,0,0,0,'Human factor'
'Landing (descent or approach)',Ambulance,Yes,'Airport (less than 10 km from airport)','South America',2,0,2,0,0,0,'Human factor'
'Takeoff (climb)','Charter/Taxi (Non Scheduled Revenue Flight)',No,Mountains,'North America',2,2,8,8,0,10,'Human factor'
Flight,Cargo,No,'Plain, Valley',Africa,4,4,5,5,0,9,'Terrorism act, Hijacking, Sabotage'
Flight,Private,No,'Plain, Valley','North America',1,1,3,3,0,4,Weather
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',No,'Airport (less than 10 km from airport)','South America',2,2,5,5,0,7,Unknown
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',No,'Airport (less than 10 km from airport)','Central America',1,1,4,4,0,5,Unknown
'Landing (descent or approach)',Training,Yes,Mountains,Asia,3,0,0,0,0,0,'Human factor'
Flight,'Survey / Patrol / Reconnaissance',No,'Lake, Sea, Ocean, River',World,13,13,0,0,0,13,'Human factor'
Flight,'Survey / Patrol / Reconnaissance',No,'Lake, Sea, Ocean, River',World,14,14,0,0,0,14,'Human factor'
'Landing (descent or approach)',Military,Yes,'Airport (less than 10 km from airport)',Asia,6,6,95,92,0,98,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',No,'Airport (less than 10 km from airport)',Asia,4,4,59,30,0,34,'Human factor'
'Takeoff (climb)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)','Central America',2,0,6,0,0,0,'Technical failure'
'Takeoff (climb)',Training,No,'Airport (less than 10 km from airport)',Asia,3,3,25,25,0,28,'Technical failure'
Flight,Military,Yes,Mountains,'South America',3,2,0,0,0,2,Unknown
'Takeoff (climb)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Africa,5,0,22,0,0,0,Unknown
'Landing (descent or approach)',Private,No,Mountains,'North America',1,1,4,4,0,5,'Human factor'
Flight,Cargo,Yes,'Airport (less than 10 km from airport)','South America',2,0,0,0,0,0,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',No,'Lake, Sea, Ocean, River','Central America',1,1,7,7,0,8,'Human factor'
'Landing (descent or approach)',Private,No,'Airport (less than 10 km from airport)','North America',1,1,2,2,0,3,'Human factor'
Flight,'Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Lake, Sea, Ocean, River','North America',3,3,4,3,0,6,'Human factor'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',No,City,'North America',1,1,2,2,0,3,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',No,'Airport (less than 10 km from airport)','North America',3,3,20,20,0,23,'Other causes'
Flight,Private,Yes,'Airport (less than 10 km from airport)','North America',1,0,1,0,0,0,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Lake, Sea, Ocean, River',Oceania,2,1,20,9,0,10,'Human factor'
Flight,Military,Yes,'Lake, Sea, Ocean, River',Oceania,4,0,17,1,0,1,'Technical failure'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)','North America',2,0,7,0,0,0,'Human factor'
'Takeoff (climb)',Executive/Corporate/Business,No,'Airport (less than 10 km from airport)','North America',1,1,0,0,0,1,'Human factor'
'Takeoff (climb)',Cargo,Yes,'Airport (less than 10 km from airport)','North America',3,0,0,0,0,0,'Technical failure'
Flight,Executive/Corporate/Business,Yes,'Plain, Valley','North America',1,0,1,0,0,0,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',No,'Plain, Valley',Africa,1,1,7,7,0,8,'Terrorism act, Hijacking, Sabotage'
'Landing (descent or approach)',Positioning,No,'Airport (less than 10 km from airport)','North America',2,2,0,0,0,2,Unknown
Flight,Executive/Corporate/Business,No,'Plain, Valley','North America',1,1,0,0,0,1,'Human factor'
Flight,'Scheduled Revenue Flight',Yes,'Plain, Valley','North America',1,0,10,0,0,0,Unknown
'Landing (descent or approach)','Scheduled Revenue Flight',No,Mountains,Asia,5,5,8,8,0,13,'Human factor'
'Takeoff (climb)',Cargo,No,'Airport (less than 10 km from airport)','Central America',2,2,0,0,0,2,'Technical failure'
Flight,'Charter/Taxi (Non Scheduled Revenue Flight)',No,'Plain, Valley','North America',1,1,6,6,0,7,'Technical failure'
Flight,Government,Yes,NA,Asia,0,0,0,0,0,0,Unknown
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)','South America',2,0,3,0,0,0,'Technical failure'
Flight,Positioning,No,'Plain, Valley',Asia,2,2,0,0,0,2,'Human factor'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)','South America',3,2,11,11,0,13,'Technical failure'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)',Asia,6,1,3,1,0,2,'Human factor'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',No,'Airport (less than 10 km from airport)',Europe,2,2,1,1,0,3,'Technical failure'
'Landing (descent or approach)',Executive/Corporate/Business,No,'Airport (less than 10 km from airport)',Africa,2,2,1,1,0,3,Unknown
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,7,0,174,13,0,13,'Human factor'
'Landing (descent or approach)',Humanitarian,Yes,'Plain, Valley',Asia,10,4,0,0,0,4,'Technical failure'
Flight,Ferry,Yes,'Airport (less than 10 km from airport)','North America',1,0,0,0,0,0,'Technical failure'
Flight,'Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Plain, Valley','North America',1,1,3,0,0,1,'Human factor'
'Takeoff (climb)',Military,Yes,'Airport (less than 10 km from airport)','South America',2,0,6,0,0,0,Unknown
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Lake, Sea, Ocean, River','Central America',1,0,2,2,0,2,'Technical failure'
Flight,'Spraying (Agricultural)',NA,'Plain, Valley',Europe,0,0,0,0,0,0,Unknown
'Takeoff (climb)','Skydiving / Paratroopers',Yes,'Airport (less than 10 km from airport)','North America',1,0,11,0,0,0,Unknown
Flight,'Illegal (smuggling)',No,'Lake, Sea, Ocean, River',Asia,1,1,2,2,0,3,'Human factor'
Flight,'Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Lake, Sea, Ocean, River','South America',2,0,2,0,0,0,'Technical failure'
NA,Military,Yes,'Airport (less than 10 km from airport)',Europe,0,0,0,0,0,0,Unknown
Flight,Training,Yes,'Plain, Valley',Asia,2,0,0,0,0,0,'Human factor'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)','Central America',3,0,32,0,0,0,'Technical failure'
'Landing (descent or approach)',Private,Yes,'Plain, Valley',Europe,2,0,3,0,0,0,Weather
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,3,0,14,0,0,0,'Human factor'
'Takeoff (climb)',Cargo,No,'Airport (less than 10 km from airport)',Africa,4,4,6,6,0,10,Unknown
'Takeoff (climb)','Illegal (smuggling)',Yes,'Plain, Valley',Europe,1,0,1,1,0,1,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,7,0,120,0,0,0,'Human factor'
'Takeoff (climb)','Charter/Taxi (Non Scheduled Revenue Flight)',No,'Plain, Valley','North America',1,1,3,3,0,4,Unknown
Flight,Private,No,'Lake, Sea, Ocean, River',World,2,2,0,0,0,2,Unknown
'Landing (descent or approach)',Positioning,No,'Airport (less than 10 km from airport)','South America',2,2,2,2,0,4,'Human factor'
Flight,Ferry,Yes,'Lake, Sea, Ocean, River',World,2,0,1,0,0,0,'Technical failure'
Flight,'Fire fighting',No,'Plain, Valley','North America',2,2,0,0,0,2,'Human factor'
Flight,'Scheduled Revenue Flight',Yes,'Plain, Valley',Asia,2,0,2,0,0,0,'Technical failure'
'Landing (descent or approach)',Humanitarian,Yes,'Airport (less than 10 km from airport)',Asia,2,0,0,0,0,0,Weather
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)','South America',3,0,17,2,0,2,'Human factor'
'Takeoff (climb)',Executive/Corporate/Business,Yes,'Airport (less than 10 km from airport)','South America',2,0,3,0,0,0,'Technical failure'
'Takeoff (climb)','Survey / Patrol / Reconnaissance',Yes,'Airport (less than 10 km from airport)',Africa,1,1,3,1,0,2,'Technical failure'
Flight,'Spraying (Agricultural)',No,'Plain, Valley',Asia,2,2,1,1,0,3,'Human factor'
Flight,'Spraying (Agricultural)',No,'Plain, Valley',Asia,1,1,2,2,0,3,Unknown
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Africa,5,0,48,4,0,4,'Technical failure'
'Takeoff (climb)',Private,Yes,City,'North America',1,0,4,0,0,0,'Human factor'
'Landing (descent or approach)',Private,No,'Lake, Sea, Ocean, River','North America',1,1,3,3,0,4,'Human factor'
Flight,Demonstration,No,'Airport (less than 10 km from airport)',Europe,1,1,0,0,0,1,'Human factor'
Flight,Private,No,'Plain, Valley','North America',1,1,5,5,0,6,'Technical failure'
Flight,'Illegal (smuggling)',No,'Plain, Valley',Asia,2,2,0,0,0,2,'Human factor'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)','North America',2,0,0,0,0,0,'Human factor'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)','North America',2,0,0,0,0,0,'Other causes'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',No,'Airport (less than 10 km from airport)','South America',2,2,1,1,0,3,'Human factor'
'Takeoff (climb)','Scheduled Revenue Flight',No,'Airport (less than 10 km from airport)','South America',2,2,13,13,0,15,'Terrorism act, Hijacking, Sabotage'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,City,'North America',2,1,13,12,0,13,Weather
'Takeoff (climb)',Military,No,Mountains,Asia,3,3,0,0,0,3,'Human factor'
'Takeoff (climb)',Ferry,Yes,'Airport (less than 10 km from airport)','South America',1,0,1,0,0,0,'Technical failure'
Flight,Executive/Corporate/Business,No,'Plain, Valley',Asia,1,1,4,4,0,5,'Human factor'
'Takeoff (climb)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,2,1,11,0,0,1,'Technical failure'
'Landing (descent or approach)',Delivery,Yes,'Airport (less than 10 km from airport)','North America',1,0,0,0,0,0,Unknown
'Takeoff (climb)',Private,Yes,'Airport (less than 10 km from airport)','North America',1,0,2,0,0,0,'Technical failure'
'Takeoff (climb)',Ferry,Yes,'Airport (less than 10 km from airport)',Europe,2,0,0,0,0,0,'Technical failure'
'Takeoff (climb)',Positioning,No,'Airport (less than 10 km from airport)','North America',2,2,1,1,0,3,'Human factor'
'Takeoff (climb)','Scheduled Revenue Flight',No,Mountains,Oceania,1,1,8,8,0,9,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Africa,0,0,0,0,0,0,Unknown
Flight,Cargo,No,'Plain, Valley','North America',1,1,0,0,0,1,'Human factor'
Flight,Cargo,No,'Plain, Valley','North America',1,1,0,0,0,1,'Human factor'
'Takeoff (climb)',Private,No,'Airport (less than 10 km from airport)','North America',1,1,0,0,0,1,'Technical failure'
Flight,'Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Lake, Sea, Ocean, River',World,1,0,3,0,0,0,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Lake, Sea, Ocean, River',Oceania,2,1,8,5,0,6,Unknown
Flight,'Fire fighting',No,Mountains,Europe,2,2,0,0,0,2,'Human factor'
Flight,Private,Yes,Mountains,'North America',1,0,1,1,0,1,'Human factor'
Flight,Cargo,No,Mountains,Europe,5,5,4,4,0,9,'Human factor'
'Takeoff (climb)','Scheduled Revenue Flight',NA,'Lake, Sea, Ocean, River',Asia,0,0,0,0,0,0,Unknown
'Landing (descent or approach)',Ferry,No,'Airport (less than 10 km from airport)',Africa,3,3,0,0,0,3,'Human factor'
'Takeoff (climb)',Military,No,Mountains,Asia,6,6,3,3,0,9,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',No,Mountains,Asia,6,6,63,63,0,69,'Human factor'
Flight,Private,No,'Plain, Valley','North America',1,1,2,2,0,3,'Human factor'
'Landing (descent or approach)',Military,NA,Mountains,Asia,8,8,11,11,0,19,'Human factor'
Flight,'Scheduled Revenue Flight',No,Mountains,'North America',1,1,3,3,0,4,'Human factor'
'Takeoff (climb)',Cargo,Yes,'Plain, Valley','North America',1,0,0,0,0,0,'Technical failure'
Flight,Private,No,Mountains,'South America',1,1,1,1,0,2,Unknown
'Takeoff (climb)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,2,0,12,0,0,0,Unknown
Flight,Training,No,'Plain, Valley',Europe,4,4,0,0,0,4,'Technical failure'
Flight,'Scheduled Revenue Flight',Yes,'Plain, Valley',Asia,2,0,4,0,0,0,'Human factor'
Flight,Military,No,Mountains,Asia,1,1,9,9,0,10,'Human factor'
'Landing (descent or approach)',Private,Yes,'Airport (less than 10 km from airport)','North America',1,0,2,0,0,0,'Human factor'
Taxiing,Humanitarian,Yes,'Airport (less than 10 km from airport)',Africa,5,0,0,0,0,0,'Terrorism act, Hijacking, Sabotage'
Flight,'Scheduled Revenue Flight',Yes,'Plain, Valley',Asia,2,2,18,12,0,14,'Technical failure'
'Takeoff (climb)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,2,2,8,1,0,3,'Technical failure'
'Landing (descent or approach)',Executive/Corporate/Business,No,Mountains,Asia,3,3,9,9,0,12,'Human factor'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',No,'Lake, Sea, Ocean, River','South America',2,2,7,7,0,9,'Human factor'
'Takeoff (climb)',Private,No,'Airport (less than 10 km from airport)','North America',1,1,2,2,0,3,'Technical failure'
'Takeoff (climb)',Training,No,'Airport (less than 10 km from airport)',Oceania,4,4,0,0,0,4,'Technical failure'
'Landing (descent or approach)',Private,Yes,'Airport (less than 10 km from airport)','North America',1,0,2,0,0,0,'Human factor'
'Takeoff (climb)',Private,Yes,'Airport (less than 10 km from airport)','North America',1,1,2,1,0,2,'Human factor'
Flight,'Scheduled Revenue Flight',No,'Plain, Valley','North America',3,3,11,11,0,14,'Human factor'
'Landing (descent or approach)',Executive/Corporate/Business,Yes,'Airport (less than 10 km from airport)',Asia,3,0,14,0,0,0,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)','Central America',12,0,100,0,0,0,'Human factor'
'Landing (descent or approach)',Cargo,No,'Airport (less than 10 km from airport)','South America',3,3,4,4,0,7,'Human factor'
'Takeoff (climb)',Private,Yes,'Airport (less than 10 km from airport)','South America',2,1,3,0,0,1,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Africa,6,0,60,0,0,0,'Human factor'
'Takeoff (climb)',Cargo,No,'Airport (less than 10 km from airport)',Asia,6,6,7,7,0,13,'Human factor'
'Landing (descent or approach)',Humanitarian,No,Mountains,Africa,4,4,0,0,0,4,'Human factor'
Flight,Cargo,No,Mountains,'North America',2,2,0,0,0,2,'Human factor'
Flight,Private,Yes,'Plain, Valley',Asia,2,0,5,0,0,0,'Technical failure'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)',Asia,7,0,9,1,0,1,'Technical failure'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)',Europe,3,0,7,0,0,1,'Human factor'
'Landing (descent or approach)',Military,Yes,'Airport (less than 10 km from airport)',Europe,8,1,1,0,0,1,'Technical failure'
'Takeoff (climb)',Cargo,No,'Lake, Sea, Ocean, River',Asia,3,3,7,7,0,10,Unknown
'Takeoff (climb)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,0,0,0,0,0,0,'Human factor'
Flight,'Scheduled Revenue Flight',No,Mountains,Oceania,2,2,13,13,0,15,'Human factor'
'Takeoff (climb)','Skydiving / Paratroopers',Yes,'Airport (less than 10 km from airport)',Europe,1,0,6,0,0,0,Unknown
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)','South America',4,0,6,1,0,1,'Technical failure'
'Takeoff (climb)',Cargo,Yes,'Airport (less than 10 km from airport)','South America',3,0,0,0,0,0,'Technical failure'
Flight,'Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Lake, Sea, Ocean, River','North America',0,0,0,0,0,0,Unknown
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)',Africa,6,0,0,0,0,0,'Other causes'
